User,User id,User description,location,time zone,user language,followers count,user follows count,tweet count,profile created,default profile img,user verified,tweet text,tweet id,tweeted at,favorite count,retweeted,retweet count,language,geo,hashtags,urls
samy45,30595199,A big sports Fanatic guy!,,,en,654,2103,181156,Sun Apr 12 03:48:41 +0000 2009,False,False,RT @TPCarney: Trump-funded Democrat Sheldon Silver sentenced to 12 years on corruption charges. https://t.co/Zg1V63CYmm,727598571474849794,Tue May 03 20:39:52 +0000 2016,0,False,36,en,,[],"[{u'url': u'https://t.co/Zg1V63CYmm', u'indices': [96, 119], u'expanded_url': u'http://nypost.com/2016/05/03/sheldon-silver-gets-12-years-in-prison-for-corruption/?utm_campaign=SocialFlow&utm_source=NYPTwitter&utm_medium=SocialFlow', u'display_url': u'nypost.com/2016/05/03/she\u2026'}]"
Ricardo Mateo,2929308617,A Constitutional Conservative trying to save our Republic.,,Eastern Time (US & Canada),en,100,202,2938,Thu Dec 18 10:19:28 +0000 2014,False,False,Trump out there continuing to lie and his cultists are sucking it up.,727598571344809984,Tue May 03 20:39:52 +0000 2016,0,False,0,en,,[],[]
Ryan Steigerwald,250442874,"Local fat kid, Director/comedian, 3x World Heavyweight Champion.",Earth,Atlantic Time (Canada),en,153,50,1703,Fri Feb 11 03:03:39 +0000 2011,False,False,@dickfundy @MurrellDan @screenjunkies Excellent. Now we just need to get Donald Trump and Ted Cruz to do this and the world will be at peace,727598570749071360,Tue May 03 20:39:52 +0000 2016,0,False,0,en,,[],[]
WitCoHE,353461486,"PhD Physicist. NJ farm country - NoVA (25 yrs) - AL. My ideas = mine. RT≠endorse. Constitutional Fundamentalist. #tcot Proud 'climate denier'.
Bkup=@WitCoHE_Bak",Rocket City,Central Time (US & Canada),en,9529,8662,138700,Fri Aug 12 03:19:08 +0000 2011,False,False,"RT @MZHemingway: Listen, Trump fanatics. The absolute worst time to change your consistent tune about how he’ll cruise to a landslide victo…",727598570686300160,Tue May 03 20:39:52 +0000 2016,0,False,13,en,,[],[]
ccie nyc,3314529347,"Tweets on Cisco, Arista and Palo Alto from Joe Brunner, #CCIE 19366  Matt 6:6 | James 4:14 #Trump2016 #MakeAmericaGreatAgain Trump Volunteer. America First!","New York, NY",Eastern Time (US & Canada),en,3970,4923,40509,Tue Jun 09 05:49:10 +0000 2015,False,False,"@sahilkapur @ppppolls @billpostmus is WV one of the 3 states that Trump is ""supposed to win in Nov"" lol",727598570166091776,Tue May 03 20:39:51 +0000 2016,0,False,0,en,,[],[]
Robert Holmes,512234077,"Army veteran, Born Again Believer in Christ. Looking for His return. Gun toter.","Forest, VA",,en,1183,2117,5082,Fri Mar 02 17:36:09 +0000 2012,False,False,"RT @toddstarnes: Trump says @tedcruz has a ""temperament issue."" Ahem. Donald J. Trump accusing someone of having a temperament issue."" haha…",727598569868365824,Tue May 03 20:39:51 +0000 2016,0,False,220,en,,[],[]
Virginia Times,3019431692,#Virginia news,,London,en,6071,3800,16512,Sat Feb 14 09:49:14 +0000 2015,False,False,"Ted Cruz Rails at 'Amoral,' 'Narcissist' Donald Trump Ahead of Critic... https://t.co/RGVxj59iYr",727598569310584832,Tue May 03 20:39:51 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/RGVxj59iYr', u'indices': [73, 96], u'expanded_url': u'http://nyc.epeak.in/848_1433447', u'display_url': u'nyc.epeak.in/848_1433447'}]"
Katherin,603758566,RT Not Always Endorsemnt ChristiansGloballyUnited https://t.co/occCHFliQB AntiSlaveryGroup https://t.co/qN1g42iL8S JOSHUA1:9  LUKE 22:36 https://t.co/6ejoHZpH4d,Planet Earth,Eastern Time (US & Canada),en,2227,2092,26189,Sat Jun 09 16:58:51 +0000 2012,False,False,"@Campaign_Trump  Awesome narrative! ""A hostile take over"" bt  wth/o deception&amp;propelled by the People @realDonaldTrump ThePeople's President",727598569306329088,Tue May 03 20:39:51 +0000 2016,0,False,0,en,,[],[]
William Fancher,369312255,"USN VET, Conservative, Pro=Trump Pro=USA, Christian. Pro-2nd Ammendmemt","San Ramon, CA",,en,385,756,5555,Wed Sep 07 04:11:42 +0000 2011,False,False,"RT @realDonaldTrump: I will defeat Crooked Hillary Clinton on 11/8/2016. #Trump2016
#MakeAmericaGreatAgain https://t.co/HtwD1FGn9e",727598569151029248,Tue May 03 20:39:51 +0000 2016,0,False,10380,en,,"[{u'indices': [73, 83], u'text': u'Trump2016'}, {u'indices': [84, 106], u'text': u'MakeAmericaGreatAgain'}]",[]
Blackdiamond,3003765995,Born a Tar heel will die a Mountaineer Proud son of a Great Marine and loving Mother whom I miss dearly❤️Reagan Love America Grateful to God for all Cruz2016,,,en,6194,6257,101405,Wed Jan 28 19:40:06 +0000 2015,False,False,RT @RussSegner: Here are the facts nobody can compel a delegate to show up for 1st ballot vote at Convention. Only votes from floor count.…,727598569071493123,Tue May 03 20:39:51 +0000 2016,0,False,7,en,,[],[]
Digital Trends,98226518,Innovation and Digital Trends. Searching & retweeting the best and most retweeted #Technology #Innovation #News & #Tech #Digital #Trends #TechTrends,United States,Pacific Time (US & Canada),en,54659,2776,21851,Sun Dec 20 23:10:11 +0000 2009,False,False,RT @businessinsider: 'MY PARTY HAS LOST ITS WAY': Lindsey Graham rips Donald Trump’s ‘yearning' for dictators https://t.co/JpDjzUoF7M https…,727598568668835840,Tue May 03 20:39:51 +0000 2016,0,False,2,en,,[],"[{u'url': u'https://t.co/JpDjzUoF7M', u'indices': [110, 133], u'expanded_url': u'http://read.bi/23n56nT', u'display_url': u'read.bi/23n56nT'}]"
Spring!Sam,144720843,"lover of stories, Bronx-bred Yankee fan, intern, broke | looking for a mind at work | irrationally afraid of open doors | she/her, they/them","Bronx, NY",Eastern Time (US & Canada),en,313,964,15455,Mon May 17 03:53:07 +0000 2010,False,False,RT @LibyaLiberty: The artist who mocked Trump's 'manhood' was threatened IN AMERICA with a public stoning. She ended up punched. https://t.…,727598568211660800,Tue May 03 20:39:51 +0000 2016,0,False,322,en,,[],"[{u'url': u'https://t.co/vIUJNr84qr', u'indices': [139, 140], u'expanded_url': u'https://twitter.com/fusion/status/727317758715777024', u'display_url': u'twitter.com/fusion/status/\u2026'}]"
Jasmyne Cannick,7538802,"Aka the mistress of information & opinions on politics, race & social issues. Long time on-air contributor. RTs = FYI. Tweets are my own opinions & expressions.",Where I'm supposed to be,Pacific Time (US & Canada),en,7164,3145,14107,Tue Jul 17 18:24:50 +0000 2007,False,False,What? I read the tweet as pointing out the lack of diversity.---LAPD Commissioner: Trump Supporters Look Inbred https://t.co/jsvneLAGOs,727598567863390208,Tue May 03 20:39:51 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/jsvneLAGOs', u'indices': [112, 135], u'expanded_url': u'http://dailycaller.com/2016/05/03/lapd-commissioner-trump-supporters-look-inbred/', u'display_url': u'dailycaller.com/2016/05/03/lap\u2026'}]"
Jeffrey R,3249810930,Business Owner...Wannabe Stock trader,"Arizona, USA",,en,330,294,9973,Fri Jun 19 14:53:15 +0000 2015,False,False,"RT @aseitzwald: Coming to a Hillary Clinton ad near you: Cruz says Trump gets insecure, lashes out at ""strong women.""",727598567347519488,Tue May 03 20:39:51 +0000 2016,0,False,49,en,,[],[]
e devoe,531497189,"Conservative Mom, SUPPORTING Donald J TRUMP ret. LEO,. support #LawEnforcement #VETS MAKE AMERICA GREAT AGAIN #TrumpTrain #Trump2016",South Florida via Louisiana,Eastern Time (US & Canada),en,5864,6220,65853,Tue Mar 20 17:58:39 +0000 2012,False,False,"RT @adjunctprofessr: Indiana called. Trump answered.
#TrumpLandslide 
@harrisonchief https://t.co/qJbqbQopam",727598566940803072,Tue May 03 20:39:51 +0000 2016,0,False,16,en,,"[{u'indices': [53, 68], u'text': u'TrumpLandslide'}]",[]
Wisconsin Daily Post,3023471786,https://t.co/ZnuiZhWNaP,Madison ,London,en,6194,1953,16487,Tue Feb 17 07:27:00 +0000 2015,False,False,"Ted Cruz Rails at 'Amoral,' 'Narcissist' Donald Trump Ahead of Critic... https://t.co/yke7eYe5di",727598566873640961,Tue May 03 20:39:51 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/yke7eYe5di', u'indices': [73, 96], u'expanded_url': u'http://nyc.epeak.in/848_1433447', u'display_url': u'nyc.epeak.in/848_1433447'}]"
HeadOvMetal,14084825,"Progressive Metal Head, Progressive Politics, Married, Tattoo Enthusiast, Vegan, Seamstress","Austin, Texas",Central Time (US & Canada),en,3390,5001,51372,Wed Mar 05 20:21:32 +0000 2008,False,False,RT @AndreBlackMount: Slowly but surely people know about #CrookedHillary. A #BernieSanders nomination would be a safe bet. https://t.co/e7M…,727598566483451905,Tue May 03 20:39:51 +0000 2016,0,False,21,en,,"[{u'indices': [57, 72], u'text': u'CrookedHillary'}, {u'indices': [76, 90], u'text': u'BernieSanders'}, {u'indices': [139, 140], u'text': u'GOVOTE'}]","[{u'url': u'https://t.co/e7Mtmjwqi0', u'indices': [123, 140], u'expanded_url': u'http://thehill.com/blogs/ballot-box/presidential-races/277514-poll-clinton-up-3-points-over-trump-nationally', u'display_url': u'thehill.com/blogs/ballot-b\u2026'}]"
God help us all,380156346,Constitutional conservative. #2A #God #Freedom Take back AMERICA from Tyranny. #PCInncorrect #1A Restore law & order. #COV #tcot #pjnet #Obama&Hillary4prison,,,en,1648,1115,48925,Mon Sep 26 05:06:03 +0000 2011,False,False,RT @donald_2016: MASSIVE LINES TO SEE DONALD TRUMP IN SOUTH BEND! https://t.co/CjD7sjQ14k,727598566273744896,Tue May 03 20:39:50 +0000 2016,0,False,5,en,,[],"[{u'url': u'https://t.co/CjD7sjQ14k', u'indices': [66, 89], u'expanded_url': u'http://www.thegatewaypundit.com/2016/05/wow-huge-lines-donald-trump-south-bend/', u'display_url': u'thegatewaypundit.com/2016/05/wow-hu\u2026'}]"
BT,1110773761,God Bless America & Long Live the Republic. Stand now or kneel forever...,"Atlanta, GA",Pacific Time (US & Canada),en,660,737,7569,Tue Jan 22 06:27:11 +0000 2013,False,False,RT @Texas4Cruz: ‘Back to the Future’ Writer: Biff Tannen Is Based on Donald Trump https://t.co/51zMGWChbG https://t.co/eLmrs8w1Dd,727598565934141441,Tue May 03 20:39:50 +0000 2016,0,False,69,en,,[],"[{u'url': u'https://t.co/51zMGWChbG', u'indices': [82, 105], u'expanded_url': u'http://buff.ly/24vY7eR', u'display_url': u'buff.ly/24vY7eR'}]"
armando perez,49431990,Please check http://t.co/KI3CpRVk7K,,Eastern Time (US & Canada),en,45,33,8010,Sun Jun 21 21:21:54 +0000 2009,False,False,"MENTAL REATARDED AND SICK PUPPY.  Donald Trump, Rafael Cruz was with Lee Harvey  prior to Kennedy be... https://t.co/OdxmsZaRlQ via @YouTube",727598565304995841,Tue May 03 20:39:50 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/OdxmsZaRlQ', u'indices': [104, 127], u'expanded_url': u'https://youtu.be/G9vj9Tl0omw', u'display_url': u'youtu.be/G9vj9Tl0omw'}]"
Teresa L,270703376,,,Pacific Time (US & Canada),en,203,191,4891,Wed Mar 23 03:07:44 +0000 2011,False,False,"RT @Cernovich: #CernovCruz is in Breitbart! Cruz has seen this. Put up or shut up, Lyin' Ted!

https://t.co/xKFzox3iE3",727598565284024320,Tue May 03 20:39:50 +0000 2016,0,False,68,en,,"[{u'indices': [15, 26], u'text': u'CernovCruz'}]","[{u'url': u'https://t.co/xKFzox3iE3', u'indices': [95, 118], u'expanded_url': u'http://www.breitbart.com/tech/2016/05/03/mike-cernovich-offers-100000-for-charity-to-debate-cruz-over-trump/', u'display_url': u'breitbart.com/tech/2016/05/0\u2026'}]"
Jason Seher,37036297,"Lead writer for #TheLead w/ @jaketapper on @CNN. Always imitated. Never duplicated. The human embodiment of ¯\_(ツ)_/¯. jason.seher@turner.com
Snapchat: jhseher","Washington, D.C.",Eastern Time (US & Canada),en,2962,3450,22854,Fri May 01 20:42:43 +0000 2009,False,True,RT @SopanDeb: Rush Limbaugh not buying Trump/Lee Harvey Oswald comments (via @mmfa): https://t.co/Wo25gaeeJn,727598565271425024,Tue May 03 20:39:50 +0000 2016,0,False,31,en,,[],[]
usa,312392374,,,,en,239,189,10503,Tue Jun 07 02:00:16 +0000 2011,False,False,@peddoc63 @Dadpaulywog @WSCP1 @tedcruz only was Hillary and is if the never trump assholes don't vote for trump..thats the only way she wins,727598564671655936,Tue May 03 20:39:50 +0000 2016,0,False,0,en,,[],[]
Cinnamon 305,712707453281034240,Professional Problem Solver and Garbage Picker,,,en,183,235,4065,Wed Mar 23 18:27:53 +0000 2016,False,False,RT @TazKHC: @ssher111 @GrahamDavidA Trump can't take the truth because he living a fictional life without any substance! Incapable of telli…,727598564612841473,Tue May 03 20:39:50 +0000 2016,0,False,3,en,,[],[]
Elizabeth West,21953248,"I'm an actress in NYC and Los Angeles, originally from the UK. Proudly Union.","Harlem NYC and Hollywood, CA",Eastern Time (US & Canada),en,2702,2233,152223,Thu Feb 26 01:39:43 +0000 2009,False,False,RT @HuffPostPol: Police are looking for an alleged Trump supporter who attacked a Muslim woman https://t.co/pKQKobNCYE https://t.co/ZQT7gbd…,727598564239626240,Tue May 03 20:39:50 +0000 2016,0,False,63,en,,[],"[{u'url': u'https://t.co/pKQKobNCYE', u'indices': [95, 118], u'expanded_url': u'http://huff.to/1TjhnUH', u'display_url': u'huff.to/1TjhnUH'}]"
San Diego Daily Post,172303170,#SanDiego,"San Diego, CA",Baghdad,ru,9809,4343,23372,Thu Jul 29 11:19:09 +0000 2010,False,False,"Ted Cruz Rails at 'Amoral,' 'Narcissist' Donald Trump Ahead of Critic... https://t.co/KRX9as5O3l",727598564113780736,Tue May 03 20:39:50 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/KRX9as5O3l', u'indices': [73, 96], u'expanded_url': u'http://nyc.epeak.in/848_1433447', u'display_url': u'nyc.epeak.in/848_1433447'}]"
Kevin  Glass,76118161,Policy Director @FranklinCenter. Headblogs for @bloggingheads. Loves liquid calories. Tweets my own.,"Washington, D.C.",Quito,en,4900,430,61572,Mon Sep 21 19:33:21 +0000 2009,False,False,These are good companion pieces to read from @conor64 &amp; @BenHowe https://t.co/N5CA2jlNZD https://t.co/jZuZ3M4WUC https://t.co/O6f9yzsM1B,727598563887337472,Tue May 03 20:39:50 +0000 2016,0,False,0,en,,[],"[{u'url': u'https://t.co/N5CA2jlNZD', u'indices': [69, 92], u'expanded_url': u'http://www.theatlantic.com/politics/archive/2016/05/how-gop-influencers-cued-voters-to-choose-donald-trump/480294/', u'display_url': u'theatlantic.com/politics/archi\u2026'}, {u'url': u'https://t.co/jZuZ3M4WUC', u'indices': [93, 116], u'expanded_url': u'http://www.redstate.com/aglanon/2016/05/02/i-lied-to-myself-for-years/', u'display_url': u'redstate.com/aglanon/2016/0\u2026'}]"
Patrick Simms,301107350,"Christ-follower & conservative. Husband to one. Coffee snob, grillmaster, camera nerd, board gamer. #TedCruz2016 #coalesce","Greenville, SC",Eastern Time (US & Canada),en,122,253,872,Wed May 18 22:03:45 +0000 2011,False,False,"RT @brianstelter: This is two and a half minutes of must-see TV. @JakeTapper explaining and debunking the Cruz/Oswald ""story""  https://t.co…",727600274408345603,Tue May 03 20:46:38 +0000 2016,0,False,271,en,,[],"[{u'url': u'https://t.co/JGqJDp9sUj', u'indices': [139, 140], u'expanded_url': u'http://cnn.it/1X77EH5', u'display_url': u'cnn.it/1X77EH5'}]"
Robin Dilks,3234781559,"This page was set up to show my support of  Donald J Trump. I agree with his message, His stance on difficult subjects and the reality of the world we live in.","New Jersey, USA",,en,2303,1016,85978,Tue May 05 02:45:08 +0000 2015,False,False,RT @vivelafra: Trump's position on border security has been ROCK SOLID all election.  #IndianaPrimary #CAPrimary #Trump2016 https://t.co/QG…,727600274227879937,Tue May 03 20:46:38 +0000 2016,0,False,121,en,,"[{u'indices': [86, 101], u'text': u'IndianaPrimary'}, {u'indices': [102, 112], u'text': u'CAPrimary'}, {u'indices': [113, 123], u'text': u'Trump2016'}]",[]
Dave,2404223155,"Libertarian, USMC Vietnam vet.","Bainbridge Island, Wa.",,en,139,195,3917,Sat Mar 22 15:26:43 +0000 2014,False,False,"RT @AmyMek: Amen! I Do NOT support Islam! I do NOT support Amnesty! I am for America &amp; It's Citizens 👉🏻Trump🇺🇸! 

#INPrimary https://t.co/z…",727600274043338752,Tue May 03 20:46:38 +0000 2016,0,False,3,en,,"[{u'indices': [118, 128], u'text': u'INPrimary'}]",[]
Amina Al-Amin,1053578503,,"Lilburn, GA",,en,138,457,2312,Tue Jan 01 21:59:22 +0000 2013,False,False,"RT @itgodebi1982: #Atlanta 5 Trump Conspiracy Theories, And Why Trump Pushes Them... https://t.co/tAp432rfDy",727600273628254210,Tue May 03 20:46:38 +0000 2016,0,False,1,en,,"[{u'indices': [18, 26], u'text': u'Atlanta'}]","[{u'url': u'https://t.co/tAp432rfDy', u'indices': [85, 108], u'expanded_url': u'http://nyc.epeak.in/867_1433453', u'display_url': u'nyc.epeak.in/867_1433453'}]"
Economy Czar,63278742,"Economy Czar  
& Dog Lover",USA,Mountain Time (US & Canada),en,19,45,427,Wed Aug 05 22:26:06 +0000 2009,False,False,RT @LouDobbs: Indiana Win Could Clear Trumps Path to Nomination | RealClearPolitics Indiana Decides: https://t.co/5DW8cEJfcG  #MakeAmericaG…,727600273007333376,Tue May 03 20:46:37 +0000 2016,0,False,369,en,,"[{u'indices': [126, 140], u'text': u'MakeAmericaGreatAgain'}]","[{u'url': u'https://t.co/5DW8cEJfcG', u'indices': [101, 124], u'expanded_url': u'http://www.realclearpolitics.com/articles/2016/05/03/indiana_win_could_clear_trumps_path_to_nomination.html', u'display_url': u'realclearpolitics.com/articles/2016/\u2026'}]"
Lowell Meznarich,3236477238,Husband of @bonniebo40 #RenewUS #CruzFiorina2016 #cruzcrew #PJNET #nevertrump #TeamHeidi,,,en,2963,3232,20658,Fri Jun 05 01:53:05 +0000 2015,False,False,MT @peddoc63: Trump shifting even further left and we're still in primaries! https://t.co/fPkuApnoTB #CruzCrew #PJNET,727600272986398720,Tue May 03 20:46:37 +0000 2016,0,False,0,en,,"[{u'indices': [101, 110], u'text': u'CruzCrew'}, {u'indices': [111, 117], u'text': u'PJNET'}]",[]
TrueKoranist,4014352823,,,,en,148,221,9499,Thu Oct 22 04:15:43 +0000 2015,False,False,"@Trump_a_right @HiHoney333 @marylovefreedom 
America is not uniracial or multiracial. It's a western biracial.  Like it or leave it.",727600272176992256,Tue May 03 20:46:37 +0000 2016,0,False,0,en,,[],[]
Cafe.michelle,711146010521767937,EnglishLady: TRUMP for PRESIDENT 2016 TRUMP loves America./Obama hates you and USA/Cruz loves 5 dogs./Hillary loves mosques./Bernie loves giving your money away,"London, England",,en-GB,2318,3037,5349,Sat Mar 19 11:03:16 +0000 2016,False,False,"RT @AmyMek: Amen! I Do NOT support Islam! I do NOT support Amnesty! I am for America &amp; It's Citizens 👉🏻Trump🇺🇸! 

#INPrimary https://t.co/z…",727600271489142784,Tue May 03 20:46:37 +0000 2016,0,False,3,en,,"[{u'indices': [118, 128], u'text': u'INPrimary'}]",[]
Nameless in Iowa,704699651371315200,new to Twitter...signed up because of Trump.,"Conroy,Ia",,en,125,96,902,Tue Mar 01 16:07:44 +0000 2016,False,False,RT @CNN: Donald Trump is going for the knockout blow against Ted Cruz in Indiana https://t.co/RVxF24zUaq https://t.co/s9ilp9qKXn,727600271228948480,Tue May 03 20:46:37 +0000 2016,0,False,119,en,,[],"[{u'url': u'https://t.co/RVxF24zUaq', u'indices': [81, 104], u'expanded_url': u'http://cnn.it/1Z8DXny', u'display_url': u'cnn.it/1Z8DXny'}]"
Irene O'Brien,128620038,Conservative~Traditionalist~Computer Science Educator~Protecting Republic~Constitution~Sovereignty of USA~Support R Troops: http://t.co/cFTeGqEh,Massachusetts,Eastern Time (US & Canada),en,2355,2708,41844,Thu Apr 01 17:36:42 +0000 2010,False,False,"LYNNE PATTON ""The Trump Family That I Know""- A Black Female Trump Execu... https://t.co/ughKvOs23j  @YouTube",727600270847451136,Tue May 03 20:46:37 +0000 2016,0,False,1,en,,[],"[{u'url': u'https://t.co/ughKvOs23j', u'indices': [75, 98], u'expanded_url': u'https://youtu.be/lxaKUo5naoY', u'display_url': u'youtu.be/lxaKUo5naoY'}]"
